dictionaryOrder, m71, t100, w2, 1968, 324, 33524, 36316, 472.169, 0.9265, 8248, 32, a2, 101110
selectSort, m92, t50, w8, 2020, 21, 5873, 8387, 63.837, 0.9101, 1900, 45, a3, 111110
transpose, m149, t50, w8, 3839, 141, 10117, 14791, 67.8993, 0.9054, 903, 40, a2, 011110
mergeSort, m226, t50, w2, 10245, 165, 68504, 79011, 303.115, 0.9336, 1900, 129, a4, 011011
parg, m2509, t52, w8, 437834, 101, 814, 439350, 0.3244, 1.0, 418, 2518, a3, 001010
huffmanCoding, m314, t50, w8, 18783, 22, 15286, 34787, 48.6815, 0.9279, 1874, 318, a3, 100111
mergeSort, m226, t50, w2, 10123, 158, 68159, 78534, 301.5885, 0.9336, 1900, 129, a3, 000010
factorial, m31, t100, w2, 1575, 326, 19564, 21653, 631.0968, 0.9677, 403, 18, a4, 101101
factorial, m31, t100, w2, 777, 314, 19580, 20730, 631.6129, 0.9677, 403, 18, a2, 010010
bubbleSort, m113, t50, w2, 7675, 159, 212940, 221312, 1884.4248, 0.9182, 1900, 41, a2, 000101
parg, m2509, t52, w4, 427272, 53, 2580, 430528, 1.0283, 1.0, 418, 2518, a3, 111010
anagram, m60, t100, w2, 1579, 313, 8147, 10091, 135.7833, 0.8667, 1370, 37, a2, 001010
anagram, m60, t100, w4, 1016, 308, 5002, 6485, 83.3667, 0.9286, 1370, 37, a2, 011111
genPassword, m49, t100, w8, 947, 37, 933, 1996, 19.0408, 0.8367, 398, 63, a5, 100010
squareMatrix, m182, t50, w2, 7027, 159, 55587, 63532, 305.4231, 1.0, 903, 72, a5, 110111
minProd, m181, t50, w4, 4503, 151, 5281, 10017, 29.1768, 0.7845, 1946, 72, a3, 010011
quickSort, m127, t50, w8, 4654, 22, 15005, 20273, 118.1496, 0.9603, 1900, 56, a2, 110110
parg, m2509, t52, w2, 429910, 179, 5164, 445906, 2.0582, 1.0, 418, 2518, a5, 110111
parg, m2509, t52, w8, 436295, 23, 810, 438905, 0.3228, 1.0, 418, 2518, a3, 101111
squareMatrix, m182, t50, w4, 4763, 148, 23102, 28415, 126.9341, 1.0, 903, 72, a2, 010111
add, m12, t100, w2, 279, 323, 413, 1067, 34.4167, 0.9167, 583, 13, a4, 110010
squareMatrix, m182, t50, w4, 4722, 48, 23095, 28941, 126.8956, 1.0, 903, 72, a3, 100110
longestIncrease, m114, t50, w2, 4834, 9637, 133504, 148699, 1171.0877, 0.9196, 1946, 70, a2, 111110
parg, m2509, t52, w4, 426730, 174, 2557, 445330, 1.0191, 1.0, 418, 2518, a3, 011110
mergeSort, m226, t50, w4, 6865, 147, 22915, 30024, 101.3938, 0.9336, 1900, 129, a3, 010010
insertSort, m108, t50, w8, 2365, 22, 6297, 8754, 58.3056, 0.9444, 1900, 40, a2, 101011
dictionaryOrder, m71, t100, w2, 3633, 326, 33530, 37806, 472.2535, 0.9265, 8248, 32, a2, 111101
maxArrSumNeg, m112, t50, w4, 2662, 152, 20752, 23752, 185.2857, 0.9358, 1910, 63, a2, 001111
mergeSort, m226, t50, w2, 10224, 162, 68116, 78595, 301.3982, 0.9336, 1900, 129, a5, 101010
genPassword, m49, t100, w2, 1498, 313, 5525, 7399, 112.7551, 0.8367, 398, 63, a5, 000010
insertSort, m108, t50, w4, 2406, 50, 12357, 15000, 114.4167, 0.9444, 1900, 40, a3, 100111
factorial, m31, t100, w2, 1598, 313, 19550, 21514, 630.6452, 0.9677, 403, 18, a4, 010001
transpose, m149, t50, w8, 3802, 21, 10119, 14451, 67.9128, 0.9054, 903, 40, a3, 101111
parg, m2509, t52, w8, 434332, 23, 833, 435799, 0.332, 1.0, 418, 2518, a3, 100010
factorial, m31, t100, w2, 754, 324, 19535, 20853, 630.1613, 0.9677, 403, 18, a2, 101111
minProd, m181, t50, w2, 6634, 154, 15840, 23702, 87.5138, 0.8659, 1946, 72, a3, 000110
parg, m2509, t52, w2, 425809, 180, 8752, 445965, 3.4882, 1.0, 418, 2518, a3, 111111
bubbleSort, m113, t50, w2, 3665, 164, 215627, 219999, 1908.2035, 0.9182, 1900, 41, a3, 111111
huffmanCoding, m314, t50, w8, 18902, 149, 15302, 35812, 48.7325, 0.9279, 1874, 318, a2, 000110
insertSort, m108, t50, w4, 2372, 148, 12397, 14987, 114.787, 0.9444, 1900, 40, a5, 000011
insertSort, m108, t50, w8, 2335, 148, 6303, 8909, 58.3611, 0.9444, 1900, 40, a3, 001111
parg, m2509, t52, w2, 449106, 175, 8810, 458688, 3.5114, 1.0, 418, 2518, a5, 100011
factorial, m31, t100, w8, 517, 263, 5084, 5933, 164, 0.9677, 403, 18, a3, 001011
add, m12, t100, w2, 304, 312, 335, 1076, 27.9167, 0.9167, 583, 13, a4, 101110
minProd, m181, t50, w2, 6766, 165, 15829, 23837, 87.453, 0.8659, 1946, 72, a3, 111110
dictionaryOrder, m71, t100, w8, 1143, 38, 5005, 6556, 70.493, 0.9265, 8248, 32, a3, 110111
parg, m2509, t52, w2, 429429, 172, 8512, 455012, 3.3926, 1.0, 418, 2518, a4, 101110
transpose, m149, t50, w2, 5890, 163, 62756, 68888, 421.1812, 0.8993, 903, 40, a2, 111011
transpose, m149, t50, w2, 5808, 156, 62386, 68436, 418.698, 0.8993, 903, 40, a5, 101010
longestIncrease, m114, t50, w8, 3195, 2253, 24654, 30496, 216.2632, 0.9196, 1946, 70, a2, 110111
squareMatrix, m182, t50, w4, 4661, 51, 23217, 28004, 127.5659, 1.0, 903, 72, a5, 111010
parg, m2509, t52, w2, 430121, 172, 8743, 439628, 3.4847, 1.0, 418, 2518, a2, 101010
factorial, m31, t100, w2, 1551, 312, 19610, 21644, 632.5806, 0.9677, 403, 18, a2, 010101
factorial, m31, t100, w2, 777, 319, 19560, 20715, 630.9677, 0.9677, 403, 18, a2, 100010
mergeSort, m226, t50, w2, 10213, 165, 68248, 79336, 301.9823, 0.9336, 1900, 129, a2, 100111
squareMatrix, m182, t50, w4, 4694, 153, 23129, 29083, 127.0824, 1.0, 903, 72, a2, 000110
anagram, m60, t100, w8, 1008, 40, 5002, 6149, 83.3667, 0.9286, 1370, 37, a3, 101111
factorial, m31, t100, w8, 502, 41, 5083, 5718, 163.9677, 0.9677, 403, 18, a3, 111111
squareMatrix, m182, t50, w8, 4742, 23, 10318, 15344, 56.6923, 1.0, 903, 72, a3, 110111
parg, m2509, t52, w2, 430080, 175, 8783, 439616, 3.5006, 1.0, 418, 2518, a3, 111010
parg, m2509, t52, w2, 431366, 176, 13979, 446108, 5.5715, 1.0, 418, 2518, a5, 111010
transpose, m149, t50, w4, 4094, 134, 20900, 25221, 140.2685, 0.8993, 903, 40, a2, 001011
insertSort, m108, t50, w4, 2336, 51, 12383, 14842, 114.6574, 0.9444, 1900, 40, a3, 110010
parg, m2509, t52, w8, 435389, 19, 5965, 441973, 2.3774, 1.0, 418, 2518, a4, 100010
huffmanCoding, m314, t50, w8, 18955, 128, 15298, 35803, 48.7197, 0.9279, 1874, 318, a3, 000110
longestIncrease, m114, t50, w4, 3173, 3458, 49089, 55819, 430.6053, 0.9035, 1946, 70, a3, 100010
mergeSort, m226, t50, w8, 7059, 21, 10596, 17880, 46.885, 0.9336, 1900, 129, a3, 111111
insertSort, m108, t50, w8, 2390, 148, 6341, 8951, 58.713, 0.9444, 1900, 40, a3, 001010
mergeSort, m226, t50, w8, 7214, 141, 10513, 17963, 46.5177, 0.9336, 1900, 129, a2, 001010
dictionaryOrder, m71, t100, w2, 3545, 318, 33510, 37685, 471.9718, 0.9265, 8248, 32, a3, 001101
squareMatrix, m182, t50, w8, 4653, 139, 10383, 15260, 57.0495, 1.0, 903, 72, a2, 000011
mergeSort, m226, t50, w2, 10198, 162, 68279, 78735, 302.1195, 0.9336, 1900, 129, a2, 101010
parg, m2509, t52, w8, 433506, 22, 819, 436157, 0.3264, 1.0, 418, 2518, a2, 111111
squareMatrix, m182, t50, w8, 4718, 131, 10368, 15304, 56.967, 1.0, 903, 72, a3, 000011
anagram, m60, t100, w2, 1612, 326, 8136, 10132, 135.6, 0.8667, 1370, 37, a3, 110011
squareMatrix, m182, t50, w4, 4755, 143, 22939, 28323, 126.0385, 1.0, 903, 72, a5, 001111
factorial, m31, t100, w8, 487, 290, 5077, 5913, 163.7742, 0.9677, 403, 18, a3, 010011
dictionaryOrder, m71, t100, w4, 1134, 290, 11893, 13795, 167.507, 0.9265, 8248, 32, a2, 010110
parg, m2509, t52, w4, 425470, 56, 8324, 437567, 3.3177, 1.0, 418, 2518, a4, 110111
maxArrSumNeg, m112, t50, w4, 2641, 50, 20751, 23637, 185.2768, 0.9358, 1910, 63, a3, 110111
genPassword, m49, t100, w2, 1458, 327, 5543, 7390, 113.1224, 0.8367, 398, 63, a3, 110011
insertSort, m108, t50, w8, 2393, 148, 6367, 8991, 58.9537, 0.9444, 1900, 40, a2, 011011
mergeSort, m226, t50, w4, 6843, 53, 22859, 29849, 101.146, 0.9336, 1900, 129, a3, 100011
huffmanCoding, m314, t50, w8, 18911, 137, 15256, 35712, 48.586, 0.9279, 1874, 318, a2, 011110
squareMatrix, m182, t50, w4, 4798, 150, 22958, 28975, 126.1429, 1.0, 903, 72, a5, 001110
anagram, m60, t100, w4, 1019, 286, 5003, 6446, 83.3833, 0.9286, 1370, 37, a3, 010111
longestIncrease, m114, t50, w4, 3177, 3440, 48858, 55568, 428.5789, 0.9035, 1946, 70, a2, 110010
factorial, m31, t100, w2, 1581, 325, 19552, 21524, 630.7097, 0.9677, 403, 18, a2, 001000
factorial, m31, t100, w2, 1595, 324, 19554, 21646, 630.7742, 0.9677, 403, 18, a4, 110101
bubbleSort, m113, t50, w2, 3730, 167, 219107, 223801, 1939, 0.9182, 1900, 41, a4, 010110
add, m12, t100, w4, 169, 97, 109, 431, 9.0833, 0.9167, 583, 13, a4, 101011
transpose, m149, t50, w2, 5753, 157, 62440, 68433, 419.0604, 0.8993, 903, 40, a3, 001011
squareMatrix, m182, t50, w4, 4870, 151, 23348, 28719, 128.2857, 1.0, 903, 72, a3, 001111
huffmanCodingEff, m199, t50, w8, 10471, 144, 6008, 17398, 30.191, 0.849, 1874, 239, a2, 001111
factorial, m31, t100, w8, 493, 43, 5086, 5840, 164.0645, 0.9677, 403, 18, a3, 101110
huffmanCoding, m314, t50, w2, 26561, 169, 72533, 100316, 230.9968, 0.9013, 1874, 318, a5, 101111
squareMatrix, m182, t50, w4, 4719, 147, 23400, 28349, 128.5714, 1.0, 903, 72, a4, 011011
quickSort, m127, t50, w8, 4785, 20, 15007, 20402, 118.1654, 0.9603, 1900, 56, a3, 111110
quickSort, m127, t50, w8, 4703, 20, 15006, 20339, 118.1575, 0.9603, 1900, 56, a3, 110110
insertSort, m108, t50, w4, 2392, 153, 12344, 15081, 114.2963, 0.9444, 1900, 40, a3, 001111
mergeSort, m226, t50, w2, 10218, 163, 68039, 79110, 301.0575, 0.9336, 1900, 129, a4, 101111
mergeSort, m226, t50, w8, 7023, 23, 10575, 18022, 46.792, 0.9336, 1900, 129, a2, 100111
genPassword, m49, t100, w8, 969, 40, 961, 2041, 19.6122, 0.8367, 398, 63, a5, 101011
squareMatrix, m182, t50, w2, 7031, 157, 55564, 63853, 305.2967, 1.0, 903, 72, a5, 011110
huffmanCoding, m314, t50, w4, 18090, 53, 34253, 52574, 109.086, 0.9013, 1874, 318, a3, 101011
bubbleSort, m113, t50, w2, 7455, 166, 212748, 221165, 1882.7257, 0.9182, 1900, 41, a3, 000100
factorial, m31, t100, w2, 1587, 324, 19505, 21477, 629.1935, 0.9677, 403, 18, a3, 101001
genPassword, m49, t100, w2, 1496, 319, 5524, 7406, 112.7347, 0.8367, 398, 63, a2, 111011
factorial, m31, t100, w2, 1559, 320, 19620, 21672, 632.9032, 0.9677, 403, 18, a2, 101101
dictionaryOrder, m71, t100, w2, 1913, 318, 33598, 36333, 473.2113, 0.9265, 8248, 32, a4, 100110
transpose, m149, t50, w2, 5818, 160, 62214, 68276, 417.5436, 0.8993, 903, 40, a3, 001010
minProd, m181, t50, w8, 4520, 24, 5031, 9743, 27.7956, 0.8659, 1946, 72, a2, 110111
factorial, m31, t100, w2, 1639, 323, 19558, 21581, 630.9032, 0.9677, 403, 18, a5, 000001
insertSort, m108, t50, w2, 3595, 158, 24586, 28699, 227.6481, 0.92, 1900, 40, a5, 000111
insertSort, m108, t50, w4, 2344, 51, 12468, 14934, 115.4444, 0.9444, 1900, 40, a4, 101011
mergeSort, m226, t50, w4, 6908, 147, 22967, 30118, 101.6239, 0.9336, 1900, 129, a5, 000011
huffmanCodingEff, m199, t50, w2, 15380, 150, 41017, 57155, 206.1156, 0.849, 1874, 239, a3, 110111
mergeSort, m226, t50, w8, 6998, 149, 10542, 17786, 46.646, 0.9336, 1900, 129, a2, 011011
primes, m68, t100, w2, 1766, 314, 7222, 9603, 106.2059, 0.8793, 398, 30, a2, 100111
maxArrSumNeg, m112, t50, w4, 2658, 50, 21230, 24144, 189.5536, 0.9358, 1910, 63, a2, 111111
factorial, m31, t100, w2, 782, 323, 19533, 20915, 630.0968, 0.9677, 403, 18, a3, 010110
add, m12, t100, w2, 269, 316, 351, 1086, 29.25, 0.9167, 583, 13, a3, 101111
mergeSort, m226, t50, w4, 6930, 152, 22832, 30007, 101.0265, 0.9336, 1900, 129, a3, 011010
anagram, m60, t100, w2, 1623, 319, 8089, 10088, 134.8167, 0.8667, 1370, 37, a3, 101010
mergeSort, m226, t50, w8, 6886, 21, 10570, 17574, 46.7699, 0.9336, 1900, 129, a3, 101011
anagram, m60, t100, w2, 1570, 324, 7927, 9877, 132.1167, 0.8667, 1370, 37, a5, 111011
huffmanCoding, m314, t50, w4, 18769, 150, 34442, 53543, 109.6879, 0.9013, 1874, 318, a2, 001010
mergeSort, m226, t50, w4, 6791, 50, 22801, 29734, 100.8894, 0.9336, 1900, 129, a5, 110010
insertSort, m108, t50, w4, 2311, 155, 12446, 14985, 115.2407, 0.9444, 1900, 40, a4, 001011
longestIncrease, m114, t50, w4, 3190, 3474, 48832, 56199, 428.3509, 0.9035, 1946, 70, a4, 101110
mergeSort, m226, t50, w4, 6697, 49, 22892, 29728, 101.292, 0.9336, 1900, 129, a3, 111010
bubbleSort, m113, t50, w2, 3712, 165, 215853, 220520, 1910.2035, 0.9182, 1900, 41, a2, 101110
genPassword, m49, t100, w2, 1529, 313, 5497, 7404, 112.1837, 0.8367, 398, 63, a2, 001011
squareMatrix, m182, t50, w2, 7007, 157, 55543, 63495, 305.1813, 1.0, 903, 72, a5, 101111
huffmanCoding, m314, t50, w4, 17886, 51, 34219, 52333, 108.9777, 0.9013, 1874, 318, a2, 111011
factorial, m31, t100, w2, 781, 328, 19542, 20907, 630.3871, 0.9677, 403, 18, a4, 100110
factorial, m31, t100, w8, 492, 291, 5082, 5931, 163.9355, 0.9677, 403, 18, a3, 011011
factorial, m31, t100, w4, 509, 100, 7037, 7899, 227, 0.9677, 403, 18, a3, 110110
selectSort, m92, t50, w2, 3078, 162, 40058, 43625, 435.413, 0.9101, 1900, 45, a2, 011111
quickSort, m127, t50, w8, 4653, 143, 15006, 20171, 118.1575, 0.9603, 1900, 56, a3, 001111
huffmanCoding, m314, t50, w2, 27268, 156, 73122, 101890, 232.8726, 0.9013, 1874, 318, a5, 011111
anagram, m60, t100, w2, 1558, 320, 8176, 10114, 136.2667, 0.8667, 1370, 37, a5, 100010
transpose, m149, t50, w2, 5789, 157, 62272, 68307, 417.9329, 0.8993, 903, 40, a2, 001010
factorial, m31, t100, w2, 1622, 322, 19501, 21506, 629.0645, 0.9677, 403, 18, a2, 000000
parg, m2509, t52, w2, 430533, 175, 8810, 440105, 3.5114, 1.0, 418, 2518, a3, 110010
factorial, m31, t100, w4, 517, 98, 7040, 7716, 227.0968, 0.9677, 403, 18, a3, 101011
squareMatrix, m182, t50, w8, 4673, 20, 10328, 15789, 56.7473, 1.0, 903, 72, a3, 101110
mergeSort, m226, t50, w2, 10272, 151, 68150, 78667, 301.5487, 0.9336, 1900, 129, a5, 011011
squareMatrix, m182, t50, w4, 4662, 49, 23059, 28880, 126.6978, 1.0, 903, 72, a3, 101110
longestIncrease, m114, t50, w4, 3600, 4325, 47878, 55904, 419.9825, 0.9035, 1946, 70, a3, 101010
mergeSort, m226, t50, w4, 7091, 150, 23011, 30345, 101.8186, 0.9336, 1900, 129, a2, 001011
longestIncrease, m114, t50, w4, 3171, 3451, 50745, 57453, 445.1316, 0.9035, 1946, 70, a5, 111011
bubbleSort, m113, t50, w2, 7348, 161, 213762, 222049, 1891.6991, 0.9182, 1900, 41, a3, 100100
insertSort, m108, t50, w8, 2345, 22, 6297, 9139, 58.3056, 0.9444, 1900, 40, a2, 110110
genPassword, m49, t100, w2, 1464, 323, 5600, 7449, 114.2857, 0.8367, 398, 63, a3, 111010
squareMatrix, m182, t50, w8, 4738, 23, 10311, 15358, 56.6538, 1.0, 903, 72, a3, 111111
dictionaryOrder, m71, t100, w2, 1927, 323, 33534, 36081, 472.3099, 0.9265, 8248, 32, a2, 111111
longestIncrease, m114, t50, w2, 9877, 9484, 129148, 149227, 1132.8772, 0.9196, 1946, 70, a2, 000100
selectSort, m92, t50, w8, 2010, 21, 5826, 8300, 63.3261, 0.9101, 1900, 45, a2, 101110
factorial, m31, t100, w2, 1615, 327, 19564, 21562, 631.0968, 0.9677, 403, 18, a2, 111001
bubbleSort, m113, t50, w2, 7383, 165, 213149, 221221, 1886.2743, 0.9182, 1900, 41, a3, 100101
mergeSort, m226, t50, w4, 6803, 151, 22833, 29878, 101.031, 0.9336, 1900, 129, a3, 010011
squareMatrix, m182, t50, w4, 4591, 145, 23204, 28018, 127.4945, 1.0, 903, 72, a2, 000010
mergeSort, m226, t50, w4, 6810, 49, 22880, 29830, 101.2389, 0.9336, 1900, 129, a2, 111011
parg, m2509, t52, w4, 430085, 173, 2571, 433468, 1.0247, 1.0, 418, 2518, a3, 000010
anagram, m60, t100, w2, 1584, 324, 8217, 10183, 136.95, 0.8667, 1370, 37, a5, 101010
genPassword, m49, t100, w2, 1474, 309, 5592, 7441, 114.1224, 0.8367, 398, 63, a4, 000011
mergeSort, m226, t50, w8, 7075, 148, 10690, 18012, 47.3009, 0.9336, 1900, 129, a2, 010010
mergeSort, m226, t50, w2, 10038, 160, 68138, 78428, 301.4956, 0.9336, 1900, 129, a2, 000010
huffmanCodingEff, m199, t50, w4, 10184, 46, 13709, 25191, 68.8894, 0.849, 1874, 239, a3, 111110
minProd, m181, t50, w2, 6735, 160, 15788, 23721, 87.2265, 0.8659, 1946, 72, a3, 010110
transpose, m149, t50, w2, 5816, 159, 62240, 68307, 417.7181, 0.8993, 903, 40, a5, 101011
transpose, m149, t50, w2, 5801, 161, 62294, 68343, 418.0805, 0.8993, 903, 40, a2, 100011
mergeSort, m226, t50, w8, 7116, 114, 10600, 17927, 46.9027, 0.9336, 1900, 129, a3, 011011
mergeSort, m226, t50, w2, 10254, 162, 68109, 79850, 301.3673, 0.9336, 1900, 129, a3, 101110
huffmanCodingEff, m199, t50, w2, 15437, 157, 40686, 56986, 204.4523, 0.849, 1874, 239, a2, 101111
bubbleSort, m113, t50, w2, 7388, 160, 216260, 224615, 1913.8053, 0.9182, 1900, 41, a3, 111100
minProd, m181, t50, w4, 4395, 147, 5436, 10055, 30.0331, 0.7845, 1946, 72, a5, 010011
add, m12, t100, w2, 275, 325, 416, 1080, 34.6667, 0.9167, 583, 13, a5, 100010
longestIncrease, m114, t50, w4, 3130, 3437, 49398, 56059, 433.3158, 0.9035, 1946, 70, a5, 100011
insertSort, m108, t50, w4, 2383, 51, 12418, 14917, 114.9815, 0.9444, 1900, 40, a5, 100010
parg, m2509, t52, w4, 425125, 176, 2557, 443897, 1.0191, 1.0, 418, 2518, a2, 001110
parg, m2509, t52, w2, 433690, 175, 8676, 443133, 3.458, 1.0, 418, 2518, a2, 111010
parg, m2509, t52, w8, 436364, 156, 816, 439077, 0.3252, 1.0, 418, 2518, a3, 010111
parg, m2509, t52, w2, 429679, 170, 8736, 439168, 3.4819, 1.0, 418, 2518, a2, 111011
huffmanCoding, m314, t50, w4, 17867, 53, 34413, 52515, 109.5955, 0.9013, 1874, 318, a5, 101011
transpose, m149, t50, w4, 3769, 49, 20969, 24872, 140.7315, 0.8993, 903, 40, a3, 111010
add, m12, t100, w2, 275, 321, 358, 1085, 29.8333, 0.9167, 583, 13, a4, 011110
factorial, m31, t100, w2, 1637, 302, 19562, 21562, 631.0323, 0.9677, 403, 18, a3, 001001
parg, m2509, t52, w4, 425393, 154, 2628, 428790, 1.0474, 1.0, 418, 2518, a5, 001011
parg, m2509, t52, w2, 430873, 171, 8484, 440118, 3.3814, 1.0, 418, 2518, a4, 101011
mergeSort, m226, t50, w4, 6900, 52, 22746, 29789, 100.646, 0.9336, 1900, 129, a3, 101011
parg, m2509, t52, w4, 427518, 164, 2581, 430899, 1.0287, 1.0, 418, 2518, a3, 011010
transpose, m149, t50, w2, 5914, 156, 62336, 68493, 418.3624, 0.8993, 903, 40, a3, 111011
factorial, m31, t100, w4, 512, 99, 7037, 7767, 227, 0.9677, 403, 18, a2, 111111
add, m12, t100, w2, 266, 326, 436, 1082, 36.3333, 0.9167, 583, 13, a5, 101011
dictionaryOrder, m71, t100, w4, 1176, 98, 11698, 13468, 164.7606, 0.9265, 8248, 32, a3, 100110
selectSort, m92, t50, w4, 2060, 50, 15008, 17650, 163.1304, 0.9101, 1900, 45, a2, 101110
transpose, m149, t50, w2, 5789, 159, 62417, 68451, 418.906, 0.8993, 903, 40, a3, 110011
transpose, m149, t50, w2, 5794, 158, 62330, 68367, 418.3221, 0.8993, 903, 40, a3, 100011
maxArrSumNeg, m112, t50, w8, 2623, 20, 10695, 13475, 95.4911, 0.9358, 1910, 63, a3, 110111
mergeSort, m226, t50, w8, 7134, 116, 10566, 17912, 46.7522, 0.9336, 1900, 129, a3, 010010
mergeSort, m226, t50, w8, 7007, 23, 10559, 17929, 46.7212, 0.9336, 1900, 129, a3, 110111
add, m12, t100, w2, 282, 319, 418, 1075, 34.8333, 0.9167, 583, 13, a3, 010011
mergeSort, m226, t50, w4, 6764, 51, 22795, 29707, 100.8628, 0.9336, 1900, 129, a2, 110011
anagram, m60, t100, w2, 1619, 299, 8122, 10102, 135.3667, 0.8667, 1370, 37, a4, 101011
insertSort, m108, t50, w2, 3647, 159, 24632, 28793, 228.0741, 0.92, 1900, 40, a5, 100111
parg, m2509, t52, w4, 424843, 53, 2588, 443539, 1.0315, 1.0, 418, 2518, a2, 111110
selectSort, m92, t50, w2, 3050, 161, 40057, 43681, 435.4022, 0.9101, 1900, 45, a3, 001111
insertSort, m108, t50, w8, 2346, 23, 6330, 8776, 58.6111, 0.9444, 1900, 40, a2, 101010
huffmanCodingEff, m199, t50, w2, 15450, 159, 40835, 57131, 205.201, 0.849, 1874, 239, a4, 100111
parg, m2509, t52, w8, 449560, 143, 823, 452309, 0.328, 1.0, 418, 2518, a2, 001111
squareMatrix, m182, t50, w8, 4801, 140, 10363, 15388, 56.9396, 1.0, 903, 72, a2, 011011
mergeSort, m226, t50, w2, 10203, 158, 68210, 78668, 301.8142, 0.9336, 1900, 129, a2, 000011
transpose, m149, t50, w4, 3766, 52, 20882, 24785, 140.1477, 0.8993, 903, 40, a2, 110011
transpose, m149, t50, w2, 5730, 160, 62429, 68410, 418.9866, 0.8993, 903, 40, a3, 010010
maxArrSumNeg, m112, t50, w8, 2701, 150, 10136, 13115, 90.5, 0.9358, 1910, 63, a2, 011111
dictionaryOrder, m71, t100, w2, 1930, 307, 34175, 36908, 481.338, 0.9265, 8248, 32, a4, 010110
factorial, m31, t100, w2, 1578, 317, 19495, 21559, 628.871, 0.9677, 403, 18, a3, 000101
factorial, m31, t100, w2, 805, 320, 19620, 20926, 632.9032, 0.9677, 403, 18, a4, 101111
minProd, m181, t50, w4, 4421, 54, 5334, 9886, 29.4696, 0.7845, 1946, 72, a5, 111010
parg, m2509, t52, w8, 434125, 21, 826, 446202, 0.3292, 1.0, 418, 2518, a2, 111110
selectSort, m92, t50, w2, 3122, 155, 40519, 44107, 440.4239, 0.9101, 1900, 45, a3, 000111
quickSort, m127, t50, w8, 4897, 137, 15006, 20286, 118.1575, 0.9603, 1900, 56, a3, 000111
parg, m2509, t52, w2, 426630, 180, 8555, 452347, 3.4097, 1.0, 418, 2518, a4, 111110
insertSort, m108, t50, w8, 2389, 138, 6277, 8884, 58.1204, 0.9444, 1900, 40, a3, 011010
huffmanCoding, m314, t50, w4, 18122, 160, 34196, 52676, 108.9045, 0.9013, 1874, 318, a3, 000011
dictionaryOrder, m71, t100, w2, 1935, 321, 33554, 36280, 472.5915, 0.9265, 8248, 32, a3, 100110
genPassword, m49, t100, w2, 1459, 318, 5560, 7404, 113.4694, 0.8367, 398, 63, a3, 011010
transpose, m149, t50, w2, 5782, 159, 62396, 68422, 418.7651, 0.8993, 903, 40, a2, 001011
anagram, m60, t100, w2, 1613, 321, 8080, 10070, 134.6667, 0.8667, 1370, 37, a2, 000010
parg, m2509, t52, w2, 444471, 176, 8414, 453661, 3.3535, 1.0, 418, 2518, a4, 000010
longestIncrease, m114, t50, w2, 9823, 9480, 130082, 150131, 1141.0702, 0.9196, 1946, 70, a4, 010100
factorial, m31, t100, w4, 503, 101, 7029, 7883, 226.7419, 0.9677, 403, 18, a3, 111110
mergeSort, m226, t50, w4, 6849, 49, 22806, 31004, 100.9115, 0.9336, 1900, 129, a3, 110110
huffmanCodingEff, m199, t50, w4, 10358, 47, 13754, 24806, 69.1156, 0.849, 1874, 239, a2, 101111
quickSort, m127, t50, w8, 4756, 136, 15006, 20171, 118.1575, 0.9603, 1900, 56, a2, 010111
parg, m2509, t52, w4, 434047, 153, 2490, 437325, 0.9924, 1.0, 418, 2518, a2, 000010
minProd, m181, t50, w4, 4374, 149, 5673, 10272, 31.3425, 0.7845, 1946, 72, a4, 011011
parg, m2509, t52, w4, 426287, 56, 3464, 430434, 1.3806, 1.0, 418, 2518, a5, 110011
squareMatrix, m182, t50, w4, 4703, 145, 23113, 28042, 126.9945, 1.0, 903, 72, a5, 000010
mergeSort, m226, t50, w4, 7146, 158, 23148, 30552, 102.4248, 0.9336, 1900, 129, a5, 001010
dictionaryOrder, m71, t100, w4, 1164, 302, 11644, 13570, 164, 0.9265, 8248, 32, a2, 011111
bubbleSort, m113, t50, w4, 2533, 154, 77313, 80794, 684.1858, 0.9182, 1900, 41, a3, 010110
parg, m2509, t52, w8, 436561, 21, 6071, 444502, 2.4197, 1.0, 418, 2518, a4, 100111
bubbleSort, m113, t50, w4, 2520, 51, 77301, 80672, 684.0796, 0.9182, 1900, 41, a2, 110110
factorial, m31, t100, w2, 784, 316, 19569, 20732, 631.2581, 0.9677, 403, 18, a4, 011011
minProd, m181, t50, w2, 6636, 161, 15846, 23716, 87.547, 0.8659, 1946, 72, a4, 100110
mergeSort, m226, t50, w2, 10247, 161, 68410, 78914, 302.6991, 0.9336, 1900, 129, a2, 011010
factorial, m31, t100, w2, 1589, 326, 19568, 21545, 631.2258, 0.9677, 403, 18, a2, 101000
parg, m2509, t52, w8, 436391, 22, 266, 438467, 0.106, 1.0, 418, 2518, a5, 100111
transpose, m149, t50, w4, 3714, 153, 20917, 24876, 140.3826, 0.8993, 903, 40, a3, 001010
parg, m2509, t52, w4, 427016, 52, 2589, 430268, 1.0319, 1.0, 418, 2518, a3, 100011
minProd, m181, t50, w2, 6726, 163, 15909, 23366, 87.895, 0.8659, 1946, 72, a3, 100111
quickSort, m127, t50, w4, 4525, 147, 27908, 33003, 219.748, 0.9603, 1900, 56, a2, 011111
parg, m2509, t52, w4, 425923, 55, 2616, 429205, 1.0426, 1.0, 418, 2518, a5, 101010
